id,text,spam,scam_type,language,url_present,url_harmful
3880,Your order from Daraz has been shipped. Track here: https://www.gov.pk,ham,none,english,yes,no
3881,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 500000 ka easyload kardein is number pe: 0312-1666893",spam,easyload_scam,roman_urdu,no,N/A
3882,"Dear customer, your bill of 4561 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
3883,"Congratulations! You have won a Toyota Corolla in the Ufone Lucky Draw. To claim, call 0333-8531148",spam,telecom_lottery_scam,english,no,N/A
3884,"Please send me the report by EOD. Thanks, Usman.",ham,none,english,no,no
3885,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
3886,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://prize-claim.online/977",spam,job_fraud,english,yes,yes
3887,"Salam, kaisay ho? Kal milte hain Lahore mein.",ham,none,roman_urdu,no,no
3888,"Please send me the report by EOD. Thanks, Khan.",ham,none,english,no,no
3889,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
3890,Your OTP for Bank Alfalah transaction is 275785. Do not share it with anyone.,ham,none,english,no,no
3891,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://prize-claim.online/137,spam,job_fraud,roman_urdu,yes,yes
3892,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 50000 ka easyload kardein is number pe: 0312-3026943",spam,easyload_scam,roman_urdu,no,N/A
3893,"Please send me the report by EOD. Thanks, Raza.",ham,none,english,no,no
3894,Ramadan Mubarak to you and your family!,ham,none,english,no,no
3895,Your OTP for MCB transaction is 987148. Do not share it with anyone.,ham,none,english,no,no
3896,Mubarak ho! Aap ne Jeeto Pakistan se 100000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0312-6733603,spam,telecom_lottery_scam,roman_urdu,no,N/A
3897,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
3898,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 500000 ka easyload kardein is number pe: 0321-4889327",spam,easyload_scam,roman_urdu,no,N/A
3899,"Dear MCB Customer, your account has been temporarily disabled for security. Reactivate now: http://secure-login-pk.com/766",spam,bank_phishing,english,yes,yes
3900,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
3901,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
3902,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
3903,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://secure-login-pk.com/138,spam,job_fraud,roman_urdu,yes,yes
3904,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
3905,"Dear customer, your bill of 4523 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
3906,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
3907,"Please send me the report by EOD. Thanks, Iqbal.",ham,none,english,no,no
3908,"Dear customer, your bill of 4816 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
3909,Ehsaas Program: Aap ko 500000 ki imdad di ja rahi hai. Abhi call karein 0321-7877145.,spam,BISP_government_scam,urdu,no,N/A
3910,"Your Sadapay account limit has expired. To upgrade and keep using services, click http://verify-account.info/116",spam,mobile_wallet_phishing,english,yes,yes
3911,Your OTP for HBL transaction is 754425. Do not share it with anyone.,ham,none,english,no,no
3912,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://verify-account.info/642,spam,job_fraud,roman_urdu,yes,yes
3913,"Please send me the report by EOD. Thanks, Ayesha.",ham,none,english,no,no
3914,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 500000 ka easyload kardein is number pe: 0312-5136016",spam,easyload_scam,roman_urdu,no,N/A
3915,"Please send me the report by EOD. Thanks, Iqbal.",ham,none,english,no,no
3916,Ramadan Mubarak to you and your family!,ham,none,english,no,no
3917,Ehsaas Program: Aap ko 50000 ki imdad di ja rahi hai. Abhi call karein 0333-2713281.,spam,BISP_government_scam,urdu,no,N/A
3918,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://secure-login-pk.com/382,spam,job_fraud,roman_urdu,yes,yes
3919,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
3920,Your OTP for MCB transaction is 553951. Do not share it with anyone.,ham,none,english,no,no
3921,"Your Sadapay account limit has expired. To upgrade and keep using services, click http://bank-update.xyz/898",spam,mobile_wallet_phishing,english,yes,yes
3922,Mubarak ho! Aap ne Jeeto Pakistan se 25000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0345-7852841,spam,telecom_lottery_scam,roman_urdu,no,N/A
3923,Your order from Daraz has been shipped. Track here: https://www.daraz.pk,ham,none,english,yes,no
3924,Jazz Weekly Super Offer: 10GB for Rs. 250. Dial *777# to subscribe.,ham,none,english,no,no
3925,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://bit.ly/claim-pkr/863",spam,job_fraud,english,yes,yes
3926,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://bank-update.xyz/161",spam,job_fraud,english,yes,yes
3927,BISP khushkhabri! Aap ki 25000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0301-2754425 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
3928,Mubarak ho! Aap ne Jeeto Pakistan se 10000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0300-4945667,spam,telecom_lottery_scam,roman_urdu,no,N/A
3929,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
3930,"Your Nayapay account limit has expired. To upgrade and keep using services, click http://bank-update.xyz/245",spam,mobile_wallet_phishing,english,yes,yes
3931,"Salam, kaisay ho? Kal milte hain Karachi mein.",ham,none,roman_urdu,no,no
3932,Jazz Weekly Super Offer: 10GB for Rs. 250. Dial *777# to subscribe.,ham,none,english,no,no
3933,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://prize-claim.online/747,spam,job_fraud,roman_urdu,yes,yes
3934,"Dear Allied Bank Customer, your account has been temporarily disabled for security. Reactivate now: http://bank-update.xyz/266",spam,bank_phishing,english,yes,yes
3935,Mubarak ho! Aap ne Jeeto Pakistan se 50000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0312-2954329,spam,telecom_lottery_scam,roman_urdu,no,N/A
3936,"Dear customer, your bill of 647 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
3937,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 5000 ka easyload kardein is number pe: 0312-1744316",spam,easyload_scam,roman_urdu,no,N/A
3938,"Congratulations! You have won a Toyota Corolla in the Zong Lucky Draw. To claim, call 0312-9880451",spam,telecom_lottery_scam,english,no,N/A
3939,Ramadan Mubarak to you and your family!,ham,none,english,no,no
3940,Jazz Weekly Super Offer: 10GB for Rs. 250. Dial *777# to subscribe.,ham,none,english,no,no
3941,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://secure-login-pk.com/296",spam,job_fraud,english,yes,yes
3942,"Dear Standard Chartered Customer, your account has been temporarily disabled for security. Reactivate now: http://secure-login-pk.com/233",spam,bank_phishing,english,yes,yes
3943,"Please send me the report by EOD. Thanks, Hamza.",ham,none,english,no,no
3944,Alert: Suspicious login detected on your Standard Chartered app. Click to verify identity: http://verify-account.info/192,spam,bank_phishing,english,yes,yes
3945,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 25000 ka easyload kardein is number pe: 0312-3492010",spam,easyload_scam,roman_urdu,no,N/A
3946,Your OTP for MCB transaction is 844339. Do not share it with anyone.,ham,none,english,no,no
3947,BISP khushkhabri! Aap ki 50000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0321-6355001 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
3948,Alert: Suspicious login detected on your Allied Bank app. Click to verify identity: http://secure-login-pk.com/373,spam,bank_phishing,english,yes,yes
3949,Mubarak ho! Aap ne Jeeto Pakistan se 25000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0300-3174002,spam,telecom_lottery_scam,roman_urdu,no,N/A
3950,Your OTP for Meezan Bank transaction is 203996. Do not share it with anyone.,ham,none,english,no,no
3951,Your order from Daraz has been shipped. Track here: https://www.google.com,ham,none,english,yes,no
3952,Your OTP for Standard Chartered transaction is 348500. Do not share it with anyone.,ham,none,english,no,no
3953,"Please send me the report by EOD. Thanks, Iqbal.",ham,none,english,no,no
3954,Ramadan Mubarak to you and your family!,ham,none,english,no,no
3955,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
3956,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://verify-account.info/607,spam,job_fraud,roman_urdu,yes,yes
3957,"Congratulations! You have won a Toyota Corolla in the Jazz Lucky Draw. To claim, call 0312-8719296",spam,telecom_lottery_scam,english,no,N/A
3958,"Salam, kaisay ho? Kal milte hain Lahore mein.",ham,none,roman_urdu,no,no
3959,Mubarak ho! Aap ne Jeeto Pakistan se 5000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0321-6722616,spam,telecom_lottery_scam,roman_urdu,no,N/A
3960,"Salam, kaisay ho? Kal milte hain Sialkot mein.",ham,none,roman_urdu,no,no
3961,BISP khushkhabri! Aap ki 100000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0321-1339421 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
3962,"Dear customer, your bill of 4144 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
3963,"Dear Standard Chartered Customer, your account has been temporarily disabled for security. Reactivate now: http://prize-claim.online/374",spam,bank_phishing,english,yes,yes
3964,Your OTP for UBL transaction is 165369. Do not share it with anyone.,ham,none,english,no,no
3965,BISP khushkhabri! Aap ki 5000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0300-4590325 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
3966,"Your Sadapay account limit has expired. To upgrade and keep using services, click http://secure-login-pk.com/296",spam,mobile_wallet_phishing,english,yes,yes
3967,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://prize-claim.online/702",spam,job_fraud,english,yes,yes
3968,Your order from Daraz has been shipped. Track here: https://www.wikipedia.org,ham,none,english,yes,no
3969,Ramadan Mubarak to you and your family!,ham,none,english,no,no
3970,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
3971,Ehsaas Program: Aap ko 5000 ki imdad di ja rahi hai. Abhi call karein 0301-3391372.,spam,BISP_government_scam,urdu,no,N/A
3972,Alert: Suspicious login detected on your UBL app. Click to verify identity: http://verify-account.info/987,spam,bank_phishing,english,yes,yes
3973,Your OTP for HBL transaction is 444576. Do not share it with anyone.,ham,none,english,no,no
3974,"Dear customer, your bill of 4984 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
3975,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://prize-claim.online/205",spam,job_fraud,english,yes,yes
3976,Ehsaas Program: Aap ko 10000 ki imdad di ja rahi hai. Abhi call karein 0300-3508023.,spam,BISP_government_scam,urdu,no,N/A
3977,Mubarak ho! Aap ne Jeeto Pakistan se 50000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0321-6561869,spam,telecom_lottery_scam,roman_urdu,no,N/A
3978,Your OTP for Meezan Bank transaction is 543596. Do not share it with anyone.,ham,none,english,no,no
3979,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
3980,Ehsaas Program: Aap ko 50000 ki imdad di ja rahi hai. Abhi call karein 0321-7413899.,spam,BISP_government_scam,urdu,no,N/A
3981,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://bank-update.xyz/963,spam,job_fraud,roman_urdu,yes,yes
3982,Alert: Suspicious login detected on your UBL app. Click to verify identity: http://verify-account.info/589,spam,bank_phishing,english,yes,yes
3983,"Your JazzCash account limit has expired. To upgrade and keep using services, click http://verify-account.info/628",spam,mobile_wallet_phishing,english,yes,yes
3984,Ehsaas Program: Aap ko 10000 ki imdad di ja rahi hai. Abhi call karein 0333-2430814.,spam,BISP_government_scam,urdu,no,N/A
3985,Jazz Weekly Super Offer: 10GB for Rs. 250. Dial *777# to subscribe.,ham,none,english,no,no
3986,Ehsaas Program: Aap ko 25000 ki imdad di ja rahi hai. Abhi call karein 0300-1428908.,spam,BISP_government_scam,urdu,no,N/A
3987,Ramadan Mubarak to you and your family!,ham,none,english,no,no
3988,"Congratulations! You have won a Toyota Corolla in the Zong Lucky Draw. To claim, call 0333-3180806",spam,telecom_lottery_scam,english,no,N/A
3989,"Dear HBL Customer, your account has been temporarily disabled for security. Reactivate now: http://bank-update.xyz/580",spam,bank_phishing,english,yes,yes
3990,"Your Sadapay account limit has expired. To upgrade and keep using services, click http://bit.ly/claim-pkr/267",spam,mobile_wallet_phishing,english,yes,yes
3991,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://secure-login-pk.com/337",spam,job_fraud,english,yes,yes
3992,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
3993,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://bit.ly/claim-pkr/955",spam,job_fraud,english,yes,yes
3994,Jazz Weekly Super Offer: 10GB for Rs. 250. Dial *777# to subscribe.,ham,none,english,no,no
3995,Your order from Daraz has been shipped. Track here: https://www.gov.pk,ham,none,english,yes,no
3996,Ramadan Mubarak to you and your family!,ham,none,english,no,no
3997,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://verify-account.info/499,spam,job_fraud,roman_urdu,yes,yes
3998,Ehsaas Program: Aap ko 50000 ki imdad di ja rahi hai. Abhi call karein 0345-9428343.,spam,BISP_government_scam,urdu,no,N/A
3999,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
4000,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 100000 ka easyload kardein is number pe: 0301-7035527",spam,easyload_scam,roman_urdu,no,N/A
4001,"Congratulations! You have won a Toyota Corolla in the Zong Lucky Draw. To claim, call 0312-3830953",spam,telecom_lottery_scam,english,no,N/A
4002,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
4003,Ehsaas Program: Aap ko 10000 ki imdad di ja rahi hai. Abhi call karein 0301-4353409.,spam,BISP_government_scam,urdu,no,N/A
4004,Ramadan Mubarak to you and your family!,ham,none,english,no,no
4005,BISP khushkhabri! Aap ki 100000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0301-1329631 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
4006,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
4007,"Dear Bank Alfalah Customer, your account has been temporarily disabled for security. Reactivate now: http://bit.ly/claim-pkr/591",spam,bank_phishing,english,yes,yes
4008,Your order from Daraz has been shipped. Track here: https://www.gov.pk,ham,none,english,yes,no
4009,Mubarak ho! Aap ne Jeeto Pakistan se 100000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0301-9405143,spam,telecom_lottery_scam,roman_urdu,no,N/A
4010,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 50000 ka easyload kardein is number pe: 0312-4668585",spam,easyload_scam,roman_urdu,no,N/A
4011,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
4012,"Congratulations! You have won a Toyota Corolla in the Telenor Lucky Draw. To claim, call 0312-8062471",spam,telecom_lottery_scam,english,no,N/A
4013,Your OTP for HBL transaction is 650521. Do not share it with anyone.,ham,none,english,no,no
4014,Ramadan Mubarak to you and your family!,ham,none,english,no,no
4015,Your OTP for UBL transaction is 838622. Do not share it with anyone.,ham,none,english,no,no
4016,Alert: Suspicious login detected on your Allied Bank app. Click to verify identity: http://prize-claim.online/627,spam,bank_phishing,english,yes,yes
4017,BISP khushkhabri! Aap ki 5000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0300-6881659 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
4018,Your order from Daraz has been shipped. Track here: https://www.gov.pk,ham,none,english,yes,no
4019,Ramadan Mubarak to you and your family!,ham,none,english,no,no
4020,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://verify-account.info/133,spam,job_fraud,roman_urdu,yes,yes
4021,Ramadan Mubarak to you and your family!,ham,none,english,no,no
4022,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://bit.ly/claim-pkr/177",spam,job_fraud,english,yes,yes
4023,Mubarak ho! Aap ne Jeeto Pakistan se 10000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0312-3668895,spam,telecom_lottery_scam,roman_urdu,no,N/A
4024,"Congratulations! You have won a Toyota Corolla in the Zong Lucky Draw. To claim, call 0345-3291784",spam,telecom_lottery_scam,english,no,N/A
4025,Ehsaas Program: Aap ko 50000 ki imdad di ja rahi hai. Abhi call karein 0301-7429619.,spam,BISP_government_scam,urdu,no,N/A
4026,Alert: Suspicious login detected on your UBL app. Click to verify identity: http://secure-login-pk.com/732,spam,bank_phishing,english,yes,yes
4027,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
4028,Ehsaas Program: Aap ko 10000 ki imdad di ja rahi hai. Abhi call karein 0300-6980664.,spam,BISP_government_scam,urdu,no,N/A
4029,Ramadan Mubarak to you and your family!,ham,none,english,no,no
4030,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
4031,"Dear customer, your bill of 4094 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
4032,BISP khushkhabri! Aap ki 5000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0301-7708652 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
4033,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
4034,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
4035,Your OTP for Allied Bank transaction is 966167. Do not share it with anyone.,ham,none,english,no,no
4036,"Dear customer, your bill of 4348 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
4037,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
4038,"Dear customer, your bill of 2730 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
4039,"Dear Allied Bank Customer, your account has been temporarily disabled for security. Reactivate now: http://secure-login-pk.com/639",spam,bank_phishing,english,yes,yes
4040,"Dear UBL Customer, your account has been temporarily disabled for security. Reactivate now: http://secure-login-pk.com/748",spam,bank_phishing,english,yes,yes
4041,"Your EasyPaisa account limit has expired. To upgrade and keep using services, click http://bank-update.xyz/935",spam,mobile_wallet_phishing,english,yes,yes
4042,"Congratulations! You have won a Toyota Corolla in the Jazz Lucky Draw. To claim, call 0301-7415962",spam,telecom_lottery_scam,english,no,N/A
4043,Your OTP for MCB transaction is 600102. Do not share it with anyone.,ham,none,english,no,no
4044,Ehsaas Program: Aap ko 50000 ki imdad di ja rahi hai. Abhi call karein 0333-3189044.,spam,BISP_government_scam,urdu,no,N/A
4045,Ehsaas Program: Aap ko 500000 ki imdad di ja rahi hai. Abhi call karein 0312-2507046.,spam,BISP_government_scam,urdu,no,N/A
4046,Jazz Weekly Super Offer: 10GB for Rs. 250. Dial *777# to subscribe.,ham,none,english,no,no
4047,Ehsaas Program: Aap ko 5000 ki imdad di ja rahi hai. Abhi call karein 0312-7473795.,spam,BISP_government_scam,urdu,no,N/A
4048,Ramadan Mubarak to you and your family!,ham,none,english,no,no
4049,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
4050,BISP khushkhabri! Aap ki 10000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0321-4753961 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
4051,Your order from Daraz has been shipped. Track here: https://www.daraz.pk,ham,none,english,yes,no
4052,Alert: Suspicious login detected on your Allied Bank app. Click to verify identity: http://verify-account.info/405,spam,bank_phishing,english,yes,yes
4053,Alert: Suspicious login detected on your HBL app. Click to verify identity: http://prize-claim.online/270,spam,bank_phishing,english,yes,yes
4054,"Dear customer, your bill of 570 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
4055,"Congratulations! You have won a Toyota Corolla in the Telenor Lucky Draw. To claim, call 0321-3228071",spam,telecom_lottery_scam,english,no,N/A
4056,Mubarak ho! Aap ne Jeeto Pakistan se 25000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0321-6057067,spam,telecom_lottery_scam,roman_urdu,no,N/A
4057,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://prize-claim.online/912,spam,job_fraud,roman_urdu,yes,yes
4058,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
4059,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://verify-account.info/302",spam,job_fraud,english,yes,yes
4060,"Your Nayapay account limit has expired. To upgrade and keep using services, click http://bit.ly/claim-pkr/253",spam,mobile_wallet_phishing,english,yes,yes
4061,Ramadan Mubarak to you and your family!,ham,none,english,no,no
4062,Your order from Daraz has been shipped. Track here: https://www.wikipedia.org,ham,none,english,yes,no
4063,BISP khushkhabri! Aap ki 25000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0300-2015851 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
4064,"Congratulations! You have won a Toyota Corolla in the Zong Lucky Draw. To claim, call 0301-4189008",spam,telecom_lottery_scam,english,no,N/A
4065,"Dear customer, your bill of 1611 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
4066,"Salam, kaisay ho? Kal milte hain Lahore mein.",ham,none,roman_urdu,no,no
4067,Your order from Daraz has been shipped. Track here: https://www.daraz.pk,ham,none,english,yes,no
4068,Ramadan Mubarak to you and your family!,ham,none,english,no,no
4069,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://verify-account.info/211",spam,job_fraud,english,yes,yes
4070,Your OTP for MCB transaction is 586997. Do not share it with anyone.,ham,none,english,no,no
4071,Your OTP for Bank Alfalah transaction is 872709. Do not share it with anyone.,ham,none,english,no,no
4072,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://prize-claim.online/820",spam,job_fraud,english,yes,yes
4073,"Please send me the report by EOD. Thanks, Umar.",ham,none,english,no,no
4074,"Congratulations! You have won a Toyota Corolla in the Ufone Lucky Draw. To claim, call 0333-7213686",spam,telecom_lottery_scam,english,no,N/A
4075,BISP khushkhabri! Aap ki 500000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0333-1225325 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
4076,"Salam, kaisay ho? Kal milte hain Multan mein.",ham,none,roman_urdu,no,no
4077,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
4078,Jazz Weekly Super Offer: 10GB for Rs. 250. Dial *777# to subscribe.,ham,none,english,no,no
4079,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 500000 ka easyload kardein is number pe: 0312-3050810",spam,easyload_scam,roman_urdu,no,N/A
4080,Mubarak ho! Aap ne Jeeto Pakistan se 50000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0300-5919159,spam,telecom_lottery_scam,roman_urdu,no,N/A
4081,Mubarak ho! Aap ne Jeeto Pakistan se 100000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0345-4739351,spam,telecom_lottery_scam,roman_urdu,no,N/A
4082,"Your Nayapay account limit has expired. To upgrade and keep using services, click http://verify-account.info/157",spam,mobile_wallet_phishing,english,yes,yes
4083,"Dear Allied Bank Customer, your account has been temporarily disabled for security. Reactivate now: http://bit.ly/claim-pkr/971",spam,bank_phishing,english,yes,yes
4084,BISP khushkhabri! Aap ki 25000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0345-5212063 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
4085,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://secure-login-pk.com/674,spam,job_fraud,roman_urdu,yes,yes
4086,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://bank-update.xyz/725,spam,job_fraud,roman_urdu,yes,yes
4087,"Dear MCB Customer, your account has been temporarily disabled for security. Reactivate now: http://bit.ly/claim-pkr/539",spam,bank_phishing,english,yes,yes
4088,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://bank-update.xyz/471,spam,job_fraud,roman_urdu,yes,yes
4089,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
4090,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
4091,"Congratulations! You have won a Toyota Corolla in the Telenor Lucky Draw. To claim, call 0300-2063726",spam,telecom_lottery_scam,english,no,N/A
4092,Alert: Suspicious login detected on your HBL app. Click to verify identity: http://secure-login-pk.com/225,spam,bank_phishing,english,yes,yes
4093,Alert: Suspicious login detected on your MCB app. Click to verify identity: http://verify-account.info/894,spam,bank_phishing,english,yes,yes
4094,"Congratulations! You have won a Toyota Corolla in the Telenor Lucky Draw. To claim, call 0321-7533642",spam,telecom_lottery_scam,english,no,N/A
4095,Your order from Daraz has been shipped. Track here: https://www.wikipedia.org,ham,none,english,yes,no
4096,Ehsaas Program: Aap ko 50000 ki imdad di ja rahi hai. Abhi call karein 0301-3665432.,spam,BISP_government_scam,urdu,no,N/A
4097,"Dear customer, your bill of 4264 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
4098,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://verify-account.info/260",spam,job_fraud,english,yes,yes
4099,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
4100,"Please send me the report by EOD. Thanks, Umar.",ham,none,english,no,no
4101,Mubarak ho! Aap ne Jeeto Pakistan se 100000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0321-5858544,spam,telecom_lottery_scam,roman_urdu,no,N/A
4102,"Salam, kaisay ho? Kal milte hain Sialkot mein.",ham,none,roman_urdu,no,no
4103,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
4104,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://verify-account.info/476,spam,job_fraud,roman_urdu,yes,yes
4105,Ehsaas Program: Aap ko 100000 ki imdad di ja rahi hai. Abhi call karein 0321-9320931.,spam,BISP_government_scam,urdu,no,N/A
4106,"Your EasyPaisa account limit has expired. To upgrade and keep using services, click http://bit.ly/claim-pkr/606",spam,mobile_wallet_phishing,english,yes,yes
4107,"Dear Bank Alfalah Customer, your account has been temporarily disabled for security. Reactivate now: http://bank-update.xyz/754",spam,bank_phishing,english,yes,yes
4108,"Dear customer, your bill of 1599 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
4109,Ramadan Mubarak to you and your family!,ham,none,english,no,no
4110,BISP khushkhabri! Aap ki 500000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0312-5664146 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
4111,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://bank-update.xyz/268",spam,job_fraud,english,yes,yes
